U_ppm,Ta_ppm,Pt_ppb,Pd_ppb,X,Y
2.188,1.087,0.0,0.0,76.139167,14.794722
1.82,0.939,0.0,0.0,76.157222,14.794722
2.204,0.702,0.0,0.0,76.175833,14.794722
1.662,0.854,0.0,0.0,76.194167,14.794722
1.293,0.767,0.0,0.0,76.212778,14.794722
2.045,0.973,0.0,0.0,76.231389,14.794722
2.903,1.341,0.0,0.0,76.25,14.794722
3.321456,1.589593,0.0,0.0,76.009167,14.813056
2.1,1.008,0.0,0.0,76.5,14.527222
2.111895,0.834091,0.0,0.0,76.028333,14.813056
1.744,0.983,0.0,0.0,76.370556,14.508611
1.346,0.767,0.0,0.0,76.389444,14.508611
1.304,0.685,0.0,0.0,76.407778,14.508611
1.689,0.718,0.0,0.0,76.427222,14.508611
2.096,0.99,0.0,0.0,76.445,14.508611
1.839,1.162,0.0,0.0,76.463889,14.508611
1.569,0.817,0.0,0.0,76.481667,14.508611
1.775,1.073,0.0,0.0,76.5,14.508611
3.816,1.587,0.0,0.0,76.258889,14.527222
2.421,0.75,0.0,0.0,76.278056,14.527222
2.847,0.962,0.0,0.0,76.296667,14.527222
3.455,1.178,0.0,0.0,76.315,14.527222
1.873,0.859,0.0,0.0,76.333333,14.527222
1.529,1.104,0.0,0.0,76.463889,14.527222
2.274,1.167,0.0,0.0,76.445278,14.544722
1.679,1.078,0.0,0.0,76.463889,14.544722
2.347,1.214,0.0,0.0,76.463889,14.544722
0.909,0.678,0.0,0.0,76.296667,14.563056
1.839,0.945,0.0,0.0,76.314722,14.563056
1.156,0.803,0.0,0.0,76.296667,14.581389
0.25,0.418,0.0,0.0,76.481389,14.581389
2.107,0.854,0.0,0.0,76.296667,14.599444
2.94,1.054,0.0,0.0,76.389167,14.599444
1.810297,0.758345,0.0,0.0,76.046667,14.813056
0.5,0.2,0.0,0.0,76.065,14.813056
1.55,0.888,0.0,0.0,76.082778,14.813056
1.983,1.063,0.0,0.0,76.101667,14.813056
2.128653,1.109928,0.0,0.0,76.120556,14.813056
2.289082,1.057302,0.0,0.0,76.139167,14.813056
1.800503,0.758287,0.0,0.0,76.157222,14.813056
2.27,0.791,0.0,0.0,76.175833,14.813056
1.572,0.909,0.0,0.0,76.194167,14.813056
1.468,0.853,0.0,0.0,76.212778,14.813056
1.675,0.903,0.0,0.0,76.231389,14.813056
1.575,0.8,0.0,0.0,76.25,14.813056
1.63951,0.737075,0.0,0.0,76.009167,14.831111
1.846212,0.781059,0.0,0.0,76.028333,14.831111
1.540325,0.689823,0.0,0.0,76.046667,14.831111
0.737116,0.497557,0.0,0.0,76.065,14.831111
0.920865,0.675494,0.0,0.0,76.082778,14.831111
2.478919,1.177038,0.0,0.0,76.101667,14.831111
2.082946,1.100398,0.0,0.0,76.120556,14.831111
2.410018,0.934151,0.0,0.0,76.139167,14.831111
2.043501,0.829212,0.0,0.0,76.157222,14.831111
1.699,0.858,0.0,0.0,76.175833,14.831111
1.693,0.951,0.0,0.0,76.194167,14.831111
1.664,0.98,0.0,0.0,76.212778,14.831111
2.462,0.937,0.0,0.0,76.389167,14.6175
2.101,0.784,0.0,0.0,76.296667,14.635556
2.195,1.1,0.0,0.0,76.389167,14.635556
1.251,0.578,0.0,0.0,76.296667,14.652778
1.401,0.734,0.0,0.0,76.296667,14.671389
1.204,0.779,0.0,0.0,76.352222,14.526667
0.98,0.629,0.0,0.0,76.370556,14.526667
1.53,0.964,0.0,0.0,76.388889,14.526667
1.195,0.546,0.0,0.0,76.4075,14.526667
1.361,0.728,0.0,0.0,76.426667,14.526667
1.371,0.651,0.0,0.0,76.481667,14.526667
2.027,0.803,0.0,0.0,76.259167,14.544444
3.243,1.178,0.0,0.0,76.296667,14.544444
1.482,0.728,0.0,0.0,76.314722,14.544444
1.456,0.731,0.0,0.0,76.3525,14.544444
0.812,0.451,0.0,0.0,76.370556,14.544444
1.33,0.795,0.0,0.0,76.426667,14.544444
1.261,0.698,0.0,0.0,76.481667,14.544444
1.109,0.647,0.0,0.0,76.5,14.544444
6.597,0.966,0.0,0.0,76.259167,14.563056
5.756,1.769,0.0,0.0,76.277778,14.563056
1.38,3.347,0.0,0.0,76.370556,14.563056
2.825,1.186,0.0,0.0,76.4075,14.563056
1.064,0.619,0.0,0.0,76.426667,14.563056
2.114,0.792,0.0,0.0,76.231389,14.831111
2.064,0.802,0.0,0.0,76.25,14.831111
2.003617,0.862597,0.0,0.0,76.009167,14.848611
1.173387,0.728556,0.0,0.0,76.028333,14.848611
1.282509,0.648201,0.0,0.0,76.046667,14.848611
0.744725,0.518031,0.0,0.0,76.065,14.848611
0.909351,0.687075,0.0,0.0,76.082778,14.848611
0.849047,0.649723,0.0,0.0,76.101667,14.848611
2.135712,1.284916,0.0,0.0,76.120556,14.848611
1.592519,0.797457,0.0,0.0,76.139167,14.848611
1.544509,1.159707,0.0,0.0,76.157222,14.848611
3.693,0.983,0.0,0.0,76.175833,14.848611
2.021,0.858,0.0,0.0,76.194167,14.848611
2.216,0.905,0.0,0.0,76.212778,14.848611
1.707,1.074,0.0,0.0,76.231389,14.848611
2.015,0.934,0.0,0.0,76.25,14.848611
1.839367,0.742808,0.0,0.0,76.009167,14.866944
1.07135,0.637077,0.0,0.0,76.028333,14.866944
1.18439,0.657102,0.0,0.0,76.046667,14.866944
0.5,0.543761,0.0,0.0,76.065,14.866944
1.689018,1.19571,0.0,0.0,76.082778,14.866944
2.234797,1.506742,0.0,0.0,76.101667,14.866944
2.04,1.476506,0.0,0.0,76.120556,14.866944
1.801335,1.187411,0.0,0.0,76.139167,14.866944
1.478,0.888,0.0,0.0,76.445,14.563056
1.135,0.537,0.0,0.0,76.3525,14.581389
2.807,0.877,0.0,0.0,76.370556,14.581389
4.441,1.271,0.0,0.0,76.388889,14.581389
1.133,0.69,0.0,0.0,76.481667,14.581389
2.176,0.829,0.0,0.0,76.5,14.581389
3.517,0.961,0.0,0.0,76.370556,14.599444
1.829,0.858,0.0,0.0,76.4075,14.599444
1.374,0.528,0.0,0.0,76.481667,14.599444
0.736,0.586,0.0,0.0,76.259167,14.6175
0.897,0.624,0.0,0.0,76.277778,14.6175
0.989,0.565,0.0,0.0,76.314722,14.6175
1.446,0.857,0.0,0.0,76.4075,14.635556
0.861,0.503,0.0,0.0,76.259167,14.688889
1.395,0.569,0.0,0.0,76.259167,14.7075
1.141,0.662,0.0,0.0,76.259167,14.725
1.34,0.777,0.0,0.0,76.277778,14.725
1.634,0.802,0.0,0.0,76.296667,14.725
0.691,0.625,0.0,0.0,76.259167,14.743333
1.803,0.897,0.0,0.0,76.277778,14.743333
1.997,1.078,0.0,0.0,76.296667,14.743333
1.897875,0.989419,0.0,0.0,76.333333,14.544444
2.699483,1.121227,0.0,0.0,76.389444,14.544444
1.768278,1.093429,0.0,0.0,76.3525,14.563056
1.897409,0.865385,0.0,0.0,76.157222,14.866944
1.823,0.87,0.0,0.0,76.175833,14.866944
1.428,0.78,0.0,0.0,76.194167,14.866944
1.663,0.7,0.0,0.0,76.212778,14.866944
1.829,0.902,0.0,0.0,76.231389,14.866944
1.421,0.996,0.0,0.0,76.25,14.866944
1.278116,0.812765,0.0,0.0,76.009167,14.885278
1.056667,0.615804,0.0,0.0,76.028333,14.885278
1.817987,0.649624,0.0,0.0,76.046667,14.885278
2.807,1.806623,0.0,0.0,76.065,14.885278
2.306871,1.516649,0.0,0.0,76.082778,14.885278
1.998956,1.063718,0.0,0.0,76.101667,14.885278
3.42304,1.012387,0.0,0.0,76.120556,14.885278
1.818632,0.894759,0.0,0.0,76.139167,14.885278
2.065101,0.833549,0.0,0.0,76.157222,14.885278
1.03,0.733,0.0,0.0,76.175833,14.885278
1.811,0.892,0.0,0.0,76.194167,14.885278
1.759,0.92,0.0,0.0,76.212778,14.885278
1.92,1.006,0.0,0.0,76.231389,14.885278
1.817,0.882,0.0,0.0,76.25,14.885278
1.943019,0.832188,0.0,0.0,76.009167,14.903333
1.447806,0.73647,0.0,0.0,76.028333,14.903333
1.341719,0.936594,0.0,0.0,76.046667,14.903333
4.606292,1.622074,0.0,0.0,76.389444,14.563056
1.434899,0.91688,0.0,0.0,76.481667,14.563056
2.812008,1.42941,0.0,0.0,76.5,14.563056
3.423655,1.361212,0.0,0.0,76.277778,14.581389
1.616423,0.803992,0.0,0.0,76.333333,14.581389
3.910008,1.576729,0.0,0.0,76.407778,14.581389
1.871448,1.287001,0.0,0.0,76.427222,14.581389
1.859411,0.813705,0.0,0.0,76.258889,14.599444
1.275098,4.293204,0.0,0.0,76.277778,14.599444
1.596524,0.980877,0.0,0.0,76.314722,14.599444
1.471868,0.761523,0.0,0.0,76.333333,14.599444
2.706455,1.178895,0.0,0.0,76.427222,14.599444
1.750429,1.212044,0.0,0.0,76.445,14.599444
2.010318,0.806098,0.0,0.0,76.463889,14.599444
2.962846,2.684401,0.0,0.0,76.5,14.599444
1.775719,1.382373,0.0,0.0,76.370556,14.599444
7.945118,1.251487,0.0,0.0,76.427222,14.599444
2.196778,1.176097,0.0,0.0,76.445,14.599444
2.955929,1.007449,0.0,0.0,76.481667,14.599444
1.890592,0.875465,0.0,0.0,76.277778,14.635556
2.203571,0.994568,0.0,0.0,76.333333,14.635556
6.2117,1.189859,0.0,0.0,76.370556,14.635556
2.81347,1.065976,0.0,0.0,76.427222,14.635556
3.174163,1.468627,0.0,0.0,76.065,14.903333
2.153208,1.039297,0.0,0.0,76.082778,14.903333
1.411455,0.731826,0.0,0.0,76.101667,14.903333
1.603027,0.858137,0.0,0.0,76.120556,14.903333
1.300762,0.602829,0.0,0.0,76.139167,14.903333
2.311452,1.079408,0.0,0.0,76.157222,14.903333
2.209,0.862,0.0,0.0,76.175833,14.903333
1.908754,0.779346,0.0,0.0,76.194167,14.903333
1.68951,1.003051,0.0,0.0,76.212778,14.903333
1.920237,0.927039,0.0,0.0,76.231389,14.903333
1.772716,1.098599,0.0,0.0,76.25,14.903333
0.893833,0.707421,0.0,0.0,76.009167,14.918333
0.973395,0.542238,0.0,0.0,76.028333,14.918333
1.863083,0.968458,0.0,0.0,76.046667,14.918333
1.703911,1.057893,0.0,0.0,76.065,14.918333
2.47504,0.914839,0.0,0.0,76.082778,14.918333
1.582133,0.807344,0.0,0.0,76.101667,14.918333
2.343791,0.957482,0.0,0.0,76.120556,14.918333
2.136247,0.831066,0.0,0.0,76.139167,14.918333
1.516668,0.883775,0.0,0.0,76.157222,14.918333
2.243744,1.109782,0.0,0.0,76.175833,14.918333
2.311952,1.226901,0.0,0.0,76.194167,14.918333
1.963886,1.07594,0.0,0.0,76.212778,14.918333
2.473153,1.532867,0.0,0.0,76.445,14.635556
3.237739,0.814627,0.0,0.0,76.481667,14.635556
2.437711,0.736061,0.0,0.0,76.5,14.635556
0.956295,0.676778,0.0,0.0,76.258889,14.652778
2.218009,0.923304,0.0,0.0,76.277778,14.652778
2.205557,0.917311,0.0,0.0,76.333333,14.652778
2.960851,1.254314,0.0,0.0,76.427222,14.652778
2.062658,0.860199,0.0,0.0,76.481667,14.652778
3.407011,0.609546,0.0,0.0,76.5,14.652778
2.197762,2.386015,0.0,0.0,76.314722,14.671389
1.739568,0.939879,0.0,0.0,76.5,14.671389
2.159213,3.498593,0.0,0.0,76.314722,14.688889
2.479992,1.291907,0.0,0.0,76.481667,14.688889
2.210413,0.633918,0.0,0.0,76.5,14.688889
1.975188,0.908044,0.0,0.0,76.277778,14.7075
2.314258,1.1169,0.0,0.0,76.370556,14.7075
2.421082,1.048336,0.0,0.0,76.427222,14.7075
2.005151,4.281482,0.0,0.0,76.445,14.7075
2.058621,0.755959,0.0,0.0,76.463889,14.7075
2.40951,0.702891,0.0,0.0,76.481667,14.7075
1.870588,0.725433,0.0,0.0,76.463889,14.727778
2.352394,0.531184,0.0,0.0,76.481667,14.727778
2.537633,0.767102,0.0,0.0,76.5,14.727778
6.072803,0.746631,0.0,0.0,76.92632,14.58134
4.501741,0.869858,0.0,0.0,76.94489,14.58134
5.473088,0.785866,0.0,0.0,76.96345,14.58134
6.047862,0.83648,0.0,0.0,76.98201,14.58134
5.6764,1.091255,0.0,0.0,77.0,14.58134
3.215188,0.951634,0.0,0.0,76.75928,14.59941
5.802209,1.137433,0.0,0.0,76.77785,14.59941
7.575904,1.512153,0.0,0.0,76.7964,14.59941
2.423915,0.788713,0.0,0.0,76.81497,14.59941
2.208614,0.87214,0.0,0.0,76.83353,14.59941
3.837401,0.813752,0.0,0.0,76.8521,14.59941
4.414656,1.079962,0.0,0.0,76.87065,14.59941
3.352266,1.21355,0.0,0.0,76.88922,14.59941
1.797464,0.772331,0.0,0.0,76.90778,14.59941
2.715539,0.789531,0.0,0.0,76.92635,14.59941
3.908101,1.786527,0.0,0.0,76.9449,14.59941
3.461422,0.628763,0.0,0.0,76.96347,14.59941
4.482387,0.882743,0.0,0.0,76.98203,14.59941
4.169306,0.631037,0.0,0.0,77.0,14.59941
4.007061,1.225098,0.0,0.0,76.75928,14.61749
2.87326,1.075558,0.0,0.0,76.77785,14.61749
2.629648,0.862057,0.0,0.0,76.79641,14.61749
2.777725,0.862999,0.0,0.0,76.81497,14.61749
3.842945,0.964106,0.0,0.0,76.83354,14.61749
3.83418,0.956776,0.0,0.0,76.8521,14.61749
3.38156,2.069291,0.0,0.0,76.87067,14.61749
3.055543,0.907368,0.0,0.0,76.88923,14.61749
2.976387,1.028831,0.0,0.0,76.90779,14.61749
2.163263,0.644013,0.0,0.0,76.92636,14.61749
4.823636,0.784368,0.0,0.0,76.94492,14.61749
2.153372,0.798453,0.0,0.0,76.96349,14.61749
2.538895,0.746351,0.0,0.0,76.98205,14.61749
4.159886,0.741572,0.0,0.0,77.0,14.61749
2.908056,1.132346,0.0,0.0,76.75928,14.63556
3.22344,1.146713,0.0,0.0,76.77785,14.63556
3.491228,0.814396,0.0,0.0,76.79641,14.63556
4.936655,0.723302,0.0,0.0,76.81498,14.63556
4.43232,0.916984,0.0,0.0,76.83354,14.63556
4.685376,1.089674,0.0,0.0,76.85211,14.63556
3.672771,0.714656,0.0,0.0,76.87067,14.63556
2.889109,0.735254,0.0,0.0,76.88924,14.63556
2.733422,0.654629,0.0,0.0,76.90781,14.63556
1.922685,0.635102,0.0,0.0,76.92637,14.63556
2.601773,0.80476,0.0,0.0,76.94494,14.63556
4.338466,0.94565,0.0,0.0,76.9635,14.63556
3.38878,0.83445,0.0,0.0,76.98206,14.63556
3.752515,0.837078,0.0,0.0,77.0,14.63556
2.568938,0.826357,0.0,0.0,76.75928,14.65364
2.84478,0.908883,0.0,0.0,76.77785,14.65364
3.267125,1.013215,0.0,0.0,76.79642,14.65364
4.405062,0.938612,0.0,0.0,76.81499,14.65364
2.908955,1.00149,0.0,0.0,76.83355,14.65364
4.440393,0.996091,0.0,0.0,76.85212,14.65364
3.255064,0.696543,0.0,0.0,76.87069,14.65364
4.389459,0.431922,0.0,0.0,76.88925,14.65364
2.039009,0.641923,0.0,0.0,76.90782,14.65364
2.457899,0.778006,0.0,0.0,76.92638,14.65364
2.926093,0.675036,0.0,0.0,76.94495,14.65364
3.337116,0.74714,0.0,0.0,76.96352,14.65364
5.177034,1.018223,0.0,0.0,76.98209,14.65364
4.679368,1.271956,0.0,0.0,77.0,14.65364
6.261594,1.506855,0.0,0.0,76.75928,14.67172
9.762124,2.592178,0.0,0.0,76.77785,14.67172
8.272155,1.318847,0.0,0.0,76.79642,14.67172
6.787605,1.411424,0.0,0.0,76.81499,14.67172
2.524875,0.777162,0.0,0.0,76.83356,14.67172
4.441497,0.727259,0.0,0.0,76.85213,14.67172
3.02439,0.634589,0.0,0.0,76.8707,14.67172
4.898687,0.818392,0.0,0.0,76.88926,14.67172
3.39513,0.936778,0.0,0.0,76.90783,14.67172
3.032067,0.834584,0.0,0.0,76.9264,14.67172
2.372447,0.835478,0.0,0.0,76.94497,14.67172
5.260237,0.737437,0.0,0.0,76.96353,14.67172
5.863003,1.342026,0.0,0.0,76.9821,14.67172
5.142544,0.652796,0.0,0.0,77.0,14.67172
4.543279,2.216226,0.0,0.0,76.75928,14.68979
5.065694,1.629127,0.0,0.0,76.77785,14.68979
7.924704,1.501891,0.0,0.0,76.79642,14.68979
5.679541,1.330287,0.0,0.0,76.81499,14.68979
5.267814,0.778357,0.0,0.0,76.83356,14.68979
7.174712,0.907951,0.0,0.0,76.85213,14.68979
5.818387,0.728826,0.0,0.0,76.8707,14.68979
6.305422,0.979193,0.0,0.0,76.88927,14.68979
6.054724,0.921478,0.0,0.0,76.90784,14.68979
7.257857,1.056514,0.0,0.0,76.92641,14.68979
7.374367,1.107493,0.0,0.0,76.94498,14.68979
7.366096,0.792473,0.0,0.0,76.96355,14.68979
7.42468,0.826285,0.0,0.0,76.98212,14.68979
6.653896,0.868379,0.0,0.0,77.0,14.68979
5.103443,1.492551,0.0,0.0,76.75928,14.70787
9.590513,1.040682,0.0,0.0,76.77785,14.70787
13.400879,1.868013,0.0,0.0,76.79643,14.70787
13.040159,1.239918,0.0,0.0,76.815,14.70787
12.694069,0.789553,0.0,0.0,76.83357,14.70787
8.777986,0.874097,0.0,0.0,76.85214,14.70787
6.109202,0.723058,0.0,0.0,76.87071,14.70787
6.596623,1.209543,0.0,0.0,76.88929,14.70787
6.282261,0.880645,0.0,0.0,76.90786,14.70787
5.9369,0.911284,0.0,0.0,76.92643,14.70787
7.180884,1.001884,0.0,0.0,76.945,14.70787
5.543706,0.869713,0.0,0.0,76.96358,14.70787
10.294725,1.1812,0.0,0.0,76.98215,14.70787
8.979419,0.843661,0.0,0.0,77.0,14.70787
10.022103,0.9309,0.0,0.0,76.75928,14.72594
11.215146,1.252596,0.0,0.0,76.77786,14.72594
5.303039,0.1,0.0,0.0,76.79643,14.72594
5.114385,0.1,0.0,0.0,76.815,14.72594
2.719171,0.1,0.0,0.0,76.83358,14.72594
6.401379,1.011704,0.0,0.0,76.85215,14.72594
5.573628,1.186289,0.0,0.0,76.87072,14.72594
5.93212,0.906073,0.0,0.0,76.8893,14.72594
4.32038,1.211607,0.0,0.0,76.90787,14.72594
8.54829,1.173237,0.0,0.0,76.92645,14.72594
6.767606,0.843921,0.0,0.0,76.94501,14.72594
4.940704,0.826655,0.0,0.0,76.96358,14.72594
3.715303,0.768755,0.0,0.0,76.98216,14.72594
4.301092,0.500449,0.0,0.0,77.0,14.72594
1.228267,0.1,0.0,0.0,76.75928,14.74402
8.044748,1.819104,0.0,0.0,76.77786,14.74402
8.197946,1.615097,0.0,0.0,76.79644,14.74402
4.626642,1.167744,0.0,0.0,76.81501,14.74402
6.836537,0.877602,0.0,0.0,76.83359,14.74402
3.994966,0.679138,0.0,0.0,76.85216,14.74402
4.323318,0.931638,0.0,0.0,76.87074,14.74402
3.535885,0.889315,0.0,0.0,76.88931,14.74402
2.477803,0.593446,0.0,0.0,76.90788,14.74402
4.230889,0.885992,0.0,0.0,76.92646,14.74402
2.861609,0.726288,0.0,0.0,76.94503,14.74402
2.757161,0.538209,0.0,0.0,76.96361,14.74402
3.067205,0.540241,0.0,0.0,76.98219,14.74402
2.799439,0.536058,0.0,0.0,77.0,14.74402
6.4,0.79,0.0,0.0,76.81503,14.81326
4.3,0.73,0.0,0.0,76.83361,14.81326
3.03,1.06,0.0,0.0,76.8522,14.81326
4.38,0.98,0.0,0.0,76.87077,14.81326
4.67,0.76,0.0,0.0,76.88935,14.81326
2.32,0.61,0.0,0.0,76.90794,14.81326
1.52,0.64,0.0,0.0,76.92651,14.81326
2.11,0.71,0.0,0.0,76.9451,14.81326
3.96,0.78,0.0,0.0,76.96368,14.81326
2.73,0.7,0.0,0.0,76.98225,14.81326
2.45,0.99,0.0,0.0,77.0,14.81326
6.29,3.47,0.0,0.0,76.75929,14.83134
6.74,2.2,0.0,0.0,76.77787,14.83134
6.0,1.17,0.0,0.0,76.79646,14.83134
6.97,1.1,0.0,0.0,76.81503,14.83134
4.81,0.75,0.0,0.0,76.83362,14.83134
2.97,0.84,0.0,0.0,76.8522,14.83134
2.47,0.65,0.0,0.0,76.87078,14.83134
2.1,0.7,0.0,0.0,76.88937,14.83134
1.54,0.57,0.0,0.0,76.90794,14.83134
3.55,0.64,0.0,0.0,76.92653,14.83134
4.35,0.68,0.0,0.0,76.94511,14.83134
2.27,0.58,0.0,0.0,76.96369,14.83134
2.82,0.49,0.0,0.0,76.98227,14.83134
3.89,0.71,0.0,0.0,77.0,14.83134
3.3,1.66,0.0,0.0,76.75929,14.84941
16.26,2.26,0.0,0.0,76.77788,14.84941
5.5,1.52,0.0,0.0,76.79646,14.84941
0.25,0.531,0.0,0.0,76.444444,14.277222
0.995,0.88,0.0,0.0,76.463333,14.277222
1.51,0.847,0.0,0.0,76.481667,14.277222
1.954,1.013,0.0,0.0,76.5,14.277222
2.38,1.101,0.0,0.0,76.259444,14.295556
2.787,1.442,0.0,0.0,76.277778,14.295556
2.505,1.302,0.0,0.0,76.296667,14.295556
2.813,1.021,0.0,0.0,76.314722,14.295556
3.483,1.675,0.0,0.0,76.333333,14.295556
2.113384,1.114677,0.0,0.0,76.351944,14.295556
1.322,0.554,0.0,0.0,76.37,14.295556
0.873,0.36,0.0,0.0,76.388889,14.295556
1.291,0.498,0.0,0.0,76.4075,14.295556
0.905,0.226,0.0,0.0,76.426111,14.295556
0.25,0.565,0.0,0.0,76.444444,14.295556
1.483,0.565,0.0,0.0,76.463333,14.295556
1.569,0.628,0.0,0.0,76.481667,14.295556
1.693,0.805,0.0,0.0,76.5,14.295556
2.09,1.378,0.0,0.0,76.259444,14.313889
1.86,1.026,0.0,0.0,76.277778,14.313889
1.875,1.165,0.0,0.0,76.296667,14.313889
1.378,0.762,0.0,0.0,76.314722,14.313889
4.354,1.391,0.0,0.0,76.333333,14.313889
2.248,0.995,0.0,0.0,76.351944,14.313889
6.02,1.07,0.0,0.0,76.81504,14.84941
2.38,0.97,0.0,0.0,76.83363,14.84941
2.43,1.07,0.0,0.0,76.85221,14.84941
2.83,1.63,0.0,0.0,76.8708,14.84941
2.75,0.7,0.0,0.0,76.88937,14.84941
3.04,0.52,0.0,0.0,76.90796,14.84941
2.91,0.52,0.0,0.0,76.92654,14.84941
3.89,0.6,0.0,0.0,76.94513,14.84941
2.86,0.7,0.0,0.0,76.96371,14.84941
2.91,0.5,0.0,0.0,76.98229,14.84941
2.92,0.5,0.0,0.0,77.0,14.84941
8.5,2.13,0.0,0.0,76.75929,14.86749
10.58,1.24,0.0,0.0,76.77788,14.86749
5.48,1.12,0.0,0.0,76.79646,14.86749
2.9,0.98,0.0,0.0,76.81505,14.86749
1.86,1.2,0.0,0.0,76.83363,14.86749
3.96,1.06,0.0,0.0,76.85222,14.86749
5.56,1.27,0.0,0.0,76.8708,14.86749
4.83,1.19,0.0,0.0,76.88939,14.86749
3.74,0.79,0.0,0.0,76.90797,14.86749
1.93,0.66,0.0,0.0,76.92656,14.86749
3.18,0.81,0.0,0.0,76.94514,14.86749
2.21,0.87,0.0,0.0,76.96373,14.86749
2.06,0.64,0.0,0.0,76.98232,14.86749
1.83,0.53,0.0,0.0,77.0,14.86749
7.49,1.68,0.0,0.0,76.75929,14.88556
4.7,1.73,0.0,0.0,76.77788,14.88556
2.44,1.1,0.0,0.0,76.79646,14.88556
1.76,0.587,0.0,0.0,76.37,14.313889
0.877,0.1,0.0,0.0,76.388889,14.313889
0.25,0.1,0.0,0.0,76.4075,14.313889
0.25,0.1,0.0,0.0,76.426111,14.313889
2.268,1.052,0.0,0.0,76.444444,14.313889
1.615,0.881,0.0,0.0,76.463333,14.313889
1.679,0.828,0.0,0.0,76.481667,14.313889
0.766,0.372,0.0,0.0,76.5,14.313889
2.077,1.006,0.0,0.0,76.259444,14.331944
2.059,0.821,0.0,0.0,76.277778,14.331944
2.78,0.933,0.0,0.0,76.296667,14.331944
1.831,1.233,0.0,0.0,76.314722,14.331944
4.808,1.551,0.0,0.0,76.333333,14.331944
1.32,0.491,0.0,0.0,76.351944,14.331944
1.008,0.367,0.0,0.0,76.37,14.331944
0.803,0.1,0.0,0.0,76.388889,14.331944
0.669,0.283,0.0,0.0,76.4075,14.331944
0.896,0.38,0.0,0.0,76.426111,14.331944
1.15262,0.753607,0.0,0.0,76.444444,14.331944
2.899,1.076,0.0,0.0,76.463333,14.331944
1.497,0.644,0.0,0.0,76.481667,14.331944
1.247,0.582,0.0,0.0,76.5,14.331944
2.425,0.96,0.0,0.0,76.259444,14.349444
2.702,0.848,0.0,0.0,76.277778,14.349444
2.27,0.72,0.0,0.0,76.81506,14.88556
3.81,0.98,0.0,0.0,76.83364,14.88556
3.18,1.26,0.0,0.0,76.85223,14.88556
3.91,0.89,0.0,0.0,76.87081,14.88556
3.77,1.1,0.0,0.0,76.8894,14.88556
1.95,0.61,0.0,0.0,76.90798,14.88556
2.71,0.7,0.0,0.0,76.92657,14.88556
1.5,0.61,0.0,0.0,76.94516,14.88556
4.07,0.85,0.0,0.0,76.96375,14.88556
3.04,0.77,0.0,0.0,76.98233,14.88556
1.76,0.62,0.0,0.0,77.0,14.88556
4.38,1.54,0.0,0.0,76.75929,14.90363
7.56,1.38,0.0,0.0,76.77789,14.90363
4.05,1.67,0.0,0.0,76.79647,14.90363
4.89,1.25,0.0,0.0,76.81506,14.90363
2.83,1.37,0.0,0.0,76.83365,14.90363
2.18,0.74,0.0,0.0,76.85223,14.90363
2.46,0.77,0.0,0.0,76.87082,14.90363
2.35,0.72,0.0,0.0,76.88941,14.90363
3.05,0.76,0.0,0.0,76.908,14.90363
1.65,0.81,0.0,0.0,76.92659,14.90363
2.38,0.64,0.0,0.0,76.94518,14.90363
3.65,0.64,0.0,0.0,76.96376,14.90363
4.29,0.7,0.0,0.0,76.98235,14.90363
1.69,0.5,0.0,0.0,77.0,14.90363
4.85,1.32,0.0,0.0,76.75929,14.92171
6.22,1.22,0.0,0.0,76.77789,14.92171
6.69,1.34,0.0,0.0,76.79648,14.92171
2.731,0.978,0.0,0.0,76.296667,14.349444
3.147,1.396,0.0,0.0,76.314722,14.349444
1.52,1.116,0.0,0.0,76.333333,14.349444
1.736,0.77,0.0,0.0,76.351944,14.349444
1.442,0.64,0.0,0.0,76.37,14.349444
1.284,0.619,0.0,0.0,76.388889,14.349444
1.890063,0.883363,0.0,0.0,76.4075,14.349444
1.4,0.707,0.0,0.0,76.426111,14.349444
1.045,0.61,0.0,0.0,76.444444,14.349444
0.961168,0.797633,0.0,0.0,76.463333,14.349444
1.127,0.526,0.0,0.0,76.481667,14.349444
0.766,0.377,0.0,0.0,76.5,14.349444
2.167,0.905,0.0,0.0,76.259444,14.3675
2.313,0.673,0.0,0.0,76.277778,14.3675
2.415,0.977,0.0,0.0,76.296667,14.3675
2.668,0.93,0.0,0.0,76.314722,14.3675
2.196,0.65,0.0,0.0,76.333333,14.3675
2.507,0.668,0.0,0.0,76.351944,14.3675
1.517756,0.631071,0.0,0.0,76.37,14.3675
1.878,0.714,0.0,0.0,76.388889,14.3675
1.980029,0.871196,0.0,0.0,76.4075,14.3675
1.444623,0.886912,0.0,0.0,76.426111,14.3675
1.530406,0.798874,0.0,0.0,76.444444,14.3675
5.04,1.39,0.0,0.0,76.75929,14.93978
6.83,1.16,0.0,0.0,76.81506,14.92171
4.28,1.8,0.0,0.0,76.83366,14.92171
6.39,1.21,0.0,0.0,76.85224,14.92171
2.26,1.12,0.0,0.0,76.87083,14.92171
3.55,0.86,0.0,0.0,76.88943,14.92171
1.87,0.98,0.0,0.0,76.90801,14.92171
2.52,0.89,0.0,0.0,76.92661,14.92171
1.93,0.81,0.0,0.0,76.94519,14.92171
2.09,0.87,0.0,0.0,76.96378,14.92171
2.25,0.76,0.0,0.0,76.98238,14.92171
1.71,0.83,0.0,0.0,77.0,14.92171
8.78,1.21,0.0,0.0,76.77789,14.93978
